"address","lpTokens","hopUserTokens","earlyMultiplier","volumeMultiplier","totalTokens"
"0x001d403396518fe7b0032df1b648498f9c7caa1d","21411796443441417793","1400372164813891363091","1.4676811874860616","3","1421783961257332780884"
"0x001f96b7e19a54ae45f451b0148336504d03fdcf","70127887132525070641","1093998025072255261684","1.7198717179145473","2","1164125912204780332325"
"0x0022cad56c8e5a4efe62b48a3f1c8a4f595c4405","0","345669864638974296024","1.086853559701182","1","345669864638974296024"
"0x002500f7f5e9589ff88a64675c47a4fe22eca101","0","724662134368727773884","1.139239634241616","2","724662134368727773884"
"0x002505eefcbd852a148f03ca3451811032a72f96","0","1503730870659751070983","1.5760078394607777","3","1503730870659751070983"
"0x0026f413741231d943de4de2ef0d4b855c8a389a","48049973639402835784","950509309419043603053","1.49429344607485","2","998559283058446438837"
"0x0027dea862773ddd43cc58c57768837b0b4b6243","10073499867663974765","475035818331604687192","1.493605381766497","1","485109318199268661957"
"0x002947f3add48ed81d3575bc4e1e9f50744ef856","0","356716049095237371238","1.1215849208221298","1","356716049095237371238"
"0x0029ab135b5be72168bf80f140d60a9264dbd0c5","695417213132603243791","1773646995196745270585","1.858897508461546","3","2469064208329348514376"
"0x002c77a71d54e6da4b28690fe1676752a74a67eb","89271593204105515","1370847596755442737955","1.436737518226686","3","1370936868348646843470"
"0x002ce391fc34c1f3823d9405d27f08f9ff082f20","0","478641412441108717635","1.5049420737770802","1","478641412441108717635"
"0x002d63ab324d3e0ffc218bc53b7dd842e8a9f11f","0","321975569437456063503","1.0123540683692518","1","321975569437456063503"
"0x003127b115296ecef3bea304fd3f7eb3dc4172ca","0","453921535975137406529","1.4272179546656998","1","453921535975137406529"
"0x0031e29fdd94c0a259eea28865855d8d22b426ce","0","1304359392476084227812","1.367053552019379","3","1304359392476084227812"
"0x003241b8f1f51d97561677be952fef8d90ea485f","0","467171740963352564704","1.4688791867585025","1","467171740963352564704"
"0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c","0","1489556367224498396825","1.5611520371557943","3","1489556367224498396825"
"0x0035d58e868deb2b4eb4d8726eb2f3aaab14e9e3","0","541976264845079222507","1.704079218290091","1","541976264845079222507"
"0x0036534c48a754163f0f446601f36bcfda840f57","0","1464668116708812369860","1.5350675304874064","3","1464668116708812369860"
"0x003e39abfd1e7fcd4a383b05616f52c5faee2b4b","0","1103259493209105844884","1.1562877667692046","3","1103259493209105844884"
"0x00409491bad26482c53f016ce0099e1941292725","0","454940606384063242588","1.4304221110438786","1","454940606384063242588"
"0x004537fcd9095489ebe38180a382341b962b501d","0","1333564647201475370357","1.397662560119659","3","1333564647201475370357"
"0x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81","1198914007701102155282","1482146118231984431925","1.5533856138333584","3","2681060125933086587207"
"0x004b5427e5cda44eee0e4e94dfa97885c4799fad","0","1484943189441360430943","1.556317126539201","3","1484943189441360430943"
"0x004bac9f45af6848ffbdf0dec8f47023ccd7a138","560041800686874828","1269437427517280833904","1.3304530594589639","3","1269997469317967708732"
"0x004ff14bc58969f78b0a8063e07801831426746e","0","992727270007750180403","1.0404428016379534","3","992727270007750180403"
"0x005475be981822296283c7b11f5c5c63e04698ff","0","1098002277970288908515","1.1507778629747358","3","1098002277970288908515"
"0x005dcf56c975469f3f1d92b5cea28ef1408c81b4","15817165344294356808","1389262739356200605621","1.456037786426174","3","1405079904700494962429"
"0x00610d1b203f9ddf2776d8729b0de854f5dce8ed","0","1262322277615165656242","1.322995919193065","3","1262322277615165656242"
"0x00645dd21310882cc32399abcb54e0a05b3b5d1d","2470825641275746925890","1326268063164196948761","1.3900152650694548","3","3797093704439943874651"
"0x00649c44f3503c98befeb28741a0dc8610df457f","1039118102273546626","391483608283767526632","1.2309009166079974","1","392522726386041073258"
"0x006517986cada5ea371cea58af62ff9237e49c45","189156301293684127","653318558713790230819","1.027080567029662","2","653507715015083914946"
"0x0069e46ee7c2fe84cd094a9d04736ad39813ad0e","0","908480112474767999173","1.42821944457348","2","908480112474767999173"
"0x006d0f31a00e1f9c017ab039e9d0ba699433a28c","241199697935100190835","1185636768850768939514","1.2426245140807244","3","1426836466785869130349"
"0x006ee776fc1a9b35464de5b89a0c6b1acaec38ad","0","455554302485497133204","1.432351691434448","1","455554302485497133204"
"0x0076d4e3c1bb472d792043d931eb647ff28aeef4","181340858887577742238","1187525364654929548154","1.2446038854236987","3","1368866223542507290392"
"0x0078802b5f20fa49cc69529e23205eaa7a7c08b2","54037649616740175674","473260759568033045648","1.4880242503656398","1","527298409184773221322"
"0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b","0","1337271383422283729827","1.4015474609731235","3","1337271383422283729827"
"0x007c4bb067d9b6afeb4c13415477d396123c4aa3","6695737989403416","1690976807805144781515","1.7722537705686805","3","1690983503543134184931"
"0x007de57773b6eb4ebbf6a740dfde1efdd5629630","32789051531612922757","1587975636188836349248","1.664301837740617","3","1620764687720449272005"
"0x0080c6db0eb694bcb00dd46220834adbe7f83189","0","1059594037684610021432","1.1105235269288414","3","1059594037684610021432"
"0x00859b3baac525143bb8a3ee3e19ddf9daf2408c","0","1774155148923021672115","1.8594300866455076","3","1774155148923021672115"
"0x0085d428ac99c42b30cb38373b1c233846891c9a","0","1253118255946238103803","1.3133495053381492","3","1253118255946238103803"
"0x00897e2d7168165b81558c3cd9257efb007f2410","0","1369420146044822793903","1.4352414569604877","3","1369420146044822793903"
"0x008b34d620493319c94d9e2e8ebeb3b602024f15","46048395880464","1380740707418686877221","1.4471061422046492","3","1380740753467082757685"
"0x008d7a063eb5f7c706b72fbe48ce532defe153d1","5849452295348342807","1098263952963453213607","1.1510521154015925","3","1104113405258801556414"
"0x00929c5c2c4f00b540e429247669eb6fcd8b1dbf","135549262059642292034","1583015323636939723397","1.6591031072892466","3","1718564585696582015431"
"0x009a64c4c3a7ee32cedeb3b6ab98d15e1799e3f4","199701480478453335055","1460906543478878191340","1.5311251568787025","3","1660608023957331526395"
"0x009c07cc41a358176c97b525284d50f4960bc939","0","788784928206139906152","1.2400469273693586","2","788784928206139906152"
"0x009d2aef6eded4c1543e9a41cc6f864b5ecfb564","0","927898067532830865853","1.4587463659743594","2","927898067532830865853"
"0x009e825c2ebee319048a9909efccf2fd298e7fde","0","1253663172342033518830","1.313920613192873","3","1253663172342033518830"
"0x009f846d1382a9ad951723bc674094ecbd03e525","0","1392487378064305907651","1.4594174177036598","3","1392487378064305907651"
"0x00a1b46319be9163b8ae30dbe506235608a563dc","35050468821091811","1285114134982801573687","1.3468832693752864","3","1285149185451622665498"
"0x00a310933a29e2aa2e5a6590975e5e5e8c79e1e9","0","1077634620616314414082","1.6941468483191833","2","1077634620616314414082"
"0x00a4b7fae16cd0169902bc4e3ac7dacbcf685dcd","0","1256129034156190808856","1.3165049968920874","3","1256129034156190808856"
"0x00a622dbbf94a59dcfa9e00aa83c4694c9b05bb5","0","1078024453294207901692","1.1298398022358067","3","1078024453294207901692"
"0x00a8bec03805bcfaafab1050dbcf90f57982d750","0","1332788678578983762744","1.3968492944907598","3","1332788678578983762744"
"0x00aa6c7deaec3b1cfd954d06a0c43bba1f252579","0","476315655539701596648","1.4976294398859715","1","476315655539701596648"
"0x00acc3f963b275260343222ba3b9ae9e4123aa36","0","468339537732229400868","1.4725509678568836","1","468339537732229400868"
"0x00ad3c523b715cbd6cc1771f1a1743269b220fa4","24249366620374447696","1249604120809267884152","1.3096664629581256","3","1273853487429642331848"
"0x00ad3d4cc099be937879451698c673cbd5c3cefc","848963585337238819","1381389733545594740166","1.4477863638347157","3","1382238697130931978985"
"0x00ad4f0ac5a64b01173357fa14609acdcfcd0a8c","0","1603565502400576464619","1.6806410323699508","3","1603565502400576464619"
"0x00b51820a9d027fb2de9eb58d898db0179ead8b4","33604454911172869799","1066911407852010145723","1.677288910794763","2","1100515862763183015522"
"0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd","0","1465731471168495024764","1.536181995181378","3","1465731471168495024764"
"0x00b6286a5896fb6cfa0027b4b029d3237a4f4569","0","498585390901619846719","1.5676498368823464","1","498585390901619846719"
"0x00b6cf6b1685104f9c114a1cf59e7232af99ca6a","0","1186747131943187754997","1.243788246881882","3","1186747131943187754997"
"0x00b8fb12be8064858441a7facfd5e0bbe45c529b","0","1434663177985393982669","1.5036204015008874","3","1434663177985393982669"
"0x00bc5b61042fa8375dba651a2309bc5595302ec1","108337567347115500198","1220075369941865631669","1.278718409842682","3","1328412937288981131867"
"0x00bd42f0ce1f2b9be6f6a40a569710c209077a4a","0","1213964362809382809076","1.2723136765651322","3","1213964362809382809076"
"0x00beeb85d617364526a34e8402ee082697d3beb6","0","1369403875301737087673","1.435224404162572","3","1369403875301737087673"
"0x00c5ecab84e53dc61ef83a3b9eeb82b012133569","908520920225936","1410765792698992109728","1.4785743860942477","3","1410766701219912335664"
"0x00c67d9d6d3d13b42a87424e145826c467cccd84","0","1496284089244082071164","1.5682031277807573","3","1496284089244082071164"
"0x00c78c256b12d21f8a7dc06fe6dfe07c16886e4c","0","643075281704655953665","1.0109771353752852","2","643075281704655953665"
"0x00c96f32beb265ef90ced7af720c77f4474570ec","0","352050567012981652237","1.106915734041507","1","352050567012981652237"
"0x00ca04caa39eb913749c94ead54f503e84eac988","0","1476637435588825941491","1.5476121558295934","3","1476637435588825941491"
"0x00ca85ee123cf086bd6df5399739f7a65e3ea631","5006000306997943069","1048081681089183204618","1.647686741711043","2","1053087681396181147687"
"0x00cb52731a72ca4f287bd3c538c63fec6915ccfb","0","1124820952379671960077","1.1788855795467776","3","1124820952379671960077"
"0x00d10cf10f38f0d2cf12e6494a63c9cccb9d406f","0","449533628676655498528","1.4134215172123663","1","449533628676655498528"
"0x00d12403df929243d392cf580e2a17643bac1d9d","0","940973528321915370141","1.4793022670769795","2","940973528321915370141"
"0x00d29fbc981d05edba69bc0909e391a132271357","0","1255423329049241348102","1.315765372001357","3","1255423329049241348102"
"0x00d3133dcacaf0480fcebcc8c50ebb66923d2b18","0","1470374696102190239621","1.5410483971677071","3","1470374696102190239621"
"0x00d6faa42d5d50e70a9ecd1489b2060c6b697f3e","0","966293298898919925568","1.012738279167574","3","966293298898919925568"
"0x00dacfd769bc30e4f64805761707573cb710552c","3922760228145189683","1357068810071840876663","1.4222964528370485","3","1360991570299986066346"
"0x00db854ed1366f73d28dd89a85c9e481ddd85328","0","1468608130871172570193","1.5391969218091006","3","1468608130871172570193"
"0x00dc591dcf57341c6fe4ad1ecf565b50f9059c27","0","1143429156556996770722","1.1983881888460626","3","1143429156556996770722"
"0x00de3a8bdee6e682c3509d66a947d05a8ca797af","0","499174668096960449699","1.5695026394634322","1","499174668096960449699"
"0x00df3231f973d9bba9df848b2fb690405b5b8888","36236966418719277680","876378473608147155094","1.377752533738096","2","912615440026866432774"
"0x00e114bac8962f24e05d78ede81e01678c2a3b82","0","1325737575540571885162","1.3894592795072225","3","1325737575540571885162"
"0x00e421ba23dbe6a165255be382f46fcb927f8951","0","1580344504184054546099","1.6563039146427028","3","1580344504184054546099"
"0x00e78b49640f53a78d867e689772f08eb6a82809","0","1448072073884553691500","1.5176737972699836","3","1448072073884553691500"
"0x00e9bd9097f92c6d1b2f27339dcce452c3c5b006","745257511198087485","426383021890322585500","1.340631488433759","1","427128279401520672985"
"0x00ea9e43c49663798e9e761607389012d9649808","0","1332654137953374196333","1.3967082871570513","3","1332654137953374196333"
"0x00ef54d0d095e0670fca52521a812d99ad9f4166","0","1400144451159479136687","1.4674425287529678","3","1400144451159479136687"
"0x00f00f762642a80adaad42cea2e669f46f46659f","48525584994351067386","494378150250419961519","1.554421450650148","1","542903735244771028905"
"0x00f00fa5ba62e19615bbf759b7155de7ba96f27b","157486452244503235","1330234709156041780035","1.3941725682820774","3","1330392195608286283270"
"0x00f09f87a2e15c9666f37ad48c01e180e66381ed","0","1389128121981802810997","1.4558966986547395","3","1389128121981802810997"
"0x00f27eaf33ba371d079b70659c3a1bc453bff001","0","838673431302338343063","1.318476525556775","2","838673431302338343063"
"0x00f2fd2150906fb8f7746fe637c84e75343a75ac","0","1482685662212609955593","1.553951091047261","3","1482685662212609955593"
"0x00f751780e7399e3053ed118ec6b163986aa1855","0","1284011600266773546695","1.3457277412221829","3","1284011600266773546695"
"0x00f7f1e3c29ca2ba610039e98b80c819f212600c","0","342181069393555041570","1.0758841061287314","1","342181069393555041570"
"0x00f93a9d497a9c9ffdbcd209d0515c73614487d6","0","873346154571656395716","1.3729854321245352","2","873346154571656395716"
"0x00f96d4f0b1d60ba66b32663835f4e28438344c7","0","1142946368305200790651","1.1978821953305498","3","1142946368305200790651"
"0x00fd8e2c936e10e4aba83924302f5396c66e21b1","282746902439193294","431505645337670760189","1.3567380169405872","1","431788392240109953483"
"0x00ffd801d711a8a96904f95a28367e38ce257452","0","1432430171994454550357","1.5012800658624101","3","1432430171994454550357"
"0x0102ec17e06441ff32b5400bfe060f6e4cdbc947","0","1381264556272138263617","1.4476551699035813","3","1381264556272138263617"
"0x0103a4966daba5a947df52b0b892d8b3fdef5a4f","370342707579123932958","1615550362910188282263","1.6932019463516563","3","1985893070489312215221"
"0x010413711ca012525bb1fd053d2fb70dcfd933b3","4703403879873658117371","1455344712299932639335","1.5252959957496706","3","6158748592173590756706"
"0x0108629008815c81f9fcd116a3a0d20053fcef46","0","1483330735776928451557","1.5546271701344376","3","1483330735776928451557"
"0x010873f793dce73526a2e75f98bce09f7bcb6af4","0","1293376909513977497435","1.355543194958324","3","1293376909513977497435"
"0x010f65b81729935e9ab113f5083c3aa3cb6a6fa2","240341316834506867","946506092629649905019","1.4879999983912455","2","946746433946484411886"
"0x010f998e32ed72ce124866d85aaf4acb257c5116","23457295332687151220","431969105686320241059","1.3581952267851194","1","455426401019007392279"
"0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91","0","845468896918920120238","1.3291596610434664","2","845468896918920120238"
"0x0117bede5cdacd59f92fda9fa28c3da930dbf6bf","0","1380648417000948415979","1.4470094158391134","3","1380648417000948415979"
"0x01190aa8018b9f31c652c90240cf7142d96cf76a","0","1509038509852375938690","1.5815705908412399","3","1509038509852375938690"
"0x012430f934bc381d9f59a28ea34363bce170353d","108008894076708018","794344482504370332185","1.2487870895840987","2","794452491398447040203"
"0x01250d8f351401bc0b5030d71f4837dbe3c112e2","0","436934803444851062604","1.3738083502805567","1","436934803444851062604"
"0x012556f150f1c84096667e1c823259cd2813ccda","118309605591193028","1310808324522748229344","1.3738124526045836","3","1310926634128339422372"
"0x01280480bf9fd7c5991c7d5b7ef829ce7878a315","0","1048090315327849116688","1.0984668770515391","3","1048090315327849116688"
"0x012a00b9ceeb51659f889656ea85accb2b229903","0","644839813092787697916","1.0137511510135857","2","644839813092787697916"
"0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3","0","1306510430761290151176","1.3693079801664698","3","1306510430761290151176"
"0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e","0","1331510964754025593439","1.3955101672280215","3","1331510964754025593439"
"0x013040bcc92ca0bec2670d61f06da7c36678222a","44215672557925273","761624273988268765087","1.197347726860027","2","761668489660826690360"
"0x0132701b3763a9bcc5cc880d9d05194552f9ebba","0","1424027906540833858050","1.4924739447123356","3","1424027906540833858050"
"0x0134be4f188803e6bd7cf053842d730be3d5af02","19950831990678118795","462196244942869094264","1.4532352556140002","1","482147076933547213059"
"0x0136df5810284ecbd2cb7e218cf31222d6a04668","0","681339592429642586680","1.07113236812084","2","681339592429642586680"
"0x013cc394844aa993d73ca9a08d89dd6d046f3bcc","2485856131381949786","1397351370887086477385","1.4645151988088783","3","1399837227018468427171"
"0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a","16952707971199108","1623367917721362786338","1.701395252686067","3","1623384870429333985446"
"0x013fb7fef023646bf4e76cb756206a742f31813e","1141241933818647647","1600421987161535293115","1.6773464237688653","3","1601563229095353940762"
"0x014271934e9ed4ac94c84425cd1e0e03b0b32053","123704547781795311925","499039385566398623857","1.569077284768252","1","622743933348193935782"
"0x01429f3cdfa27f95ee82e65280c5ce82372f1488","0","1171354510116967645101","1.2276557772084127","3","1171354510116967645101"
"0x014607f2d6477badd9d74bf2c5d6356e29a9b957","204078553520806752","534382560665980393466","1.6802031293895119","1","534586639219501200218"
"0x0146476498f3efbe217adcf8371b45f40fc01421","0","658944526296691403951","1.035925137412773","2","658944526296691403951"
"0x01485557c2bc6e26c7187ff4cc38d5d9474405d4","272298924613412990066","1585107188606489602723","1.6612955179495779","3","1857406113219902592789"
"0x0148eec414f55ccaec608bd7b23bce91c3200250","0","497826396552771808395","1.5652634104268608","1","497826396552771808395"
"0x014aff2efa0368668e6f9917696a9b2f7257126a","0","1494170235746730132615","1.5659876717119219","3","1494170235746730132615"
"0x014bc97132bfd1594ec22d47825ce4bdaf2e0f06","10731668293257159803","1054138132624762957415","1.6572080749020017","2","1064869800918020117218"
"0x014dcb68229580320f22154d58fdf761abc9c993","0","455315383508016603030","1.431600483511171","1","455315383508016603030"
"0x0150d9b5ed9de91c360d758c06a5d2a0058be228","0","894989363993056840812","1.4070106706676393","2","894989363993056840812"
"0x015122a625b45f68e6d795c0ab99fc7107e4c3b9","1731875672346952140","1603188780973990206110","1.6802462037917942","3","1604920656646337158250"
"0x0154d25120ed20a516fe43991702e7463c5a6f6e","0","1469532224654774858117","1.5401654322492138","3","1469532224654774858117"
"0x015516e6d176c01c606bf0a6f4ee3a65f5ea1324","1783132989996783814","1428578956179972530189","1.497243740989718","3","1430362089169969314003"
"0x0159dfc1c745dc4b10d42d2592335120f1f2d778","0","1103584485952485424989","1.1566283803200255","3","1103584485952485424989"
"0x015df768ec74575220ae993d84dd03b9f6ead253","0","455432668447759568153","1.4319692502660981","1","455432668447759568153"
"0x015e3c3241cbf2ed2445e8fb381398afe9f3fc0a","641147352557937312","445536794828142043175","1.4008546910577984","1","446177942180699980487"
"0x015ec1fa097ece8cadb1fcb8fafdd3b953b02e49","2008331036600293140","447549109678784490355","1.4071818019297413","1","449557440715384783495"
"0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6","29501554428207095830","1105986569523698071676","1.738718880403379","2","1135488123951905167506"
"0x016677f3a6208c9b136040dc57f7ebc9bc9af7bc","270513623322392693","936108985466153252563","1.4716547307135972","2","936379499089475645256"
"0x01699b4e5f5f049ef33a61626029ddd198cc6b97","71765919186807299380","453580400403318837297","1.4261453578081202","1","525346319590126136677"
"0x016a678d81897cf17521499502038829de0cfe1d","0","401007595650451582163","1.2608461928120445","1","401007595650451582163"
"0x01732178fe9411f1b46b526e5d52ed958ac0027e","254064279589463000233","1522663376841362256357","1.5958503383713492","3","1776727656430825256590"
"0x0178b6791af9965acdce9d799bdff23fda3e15d1","0","476463998155711950566","1.4980958580402837","1","476463998155711950566"
"0x0178e892ccb5ab71c7b1727fe7e50f317b0494b1","0","1460630785083090278561","1.5308361441291218","3","1460630785083090278561"
"0x0178fe1cb8e278b8c055e2aead91177c1a66f7f5","53134574250451306030","1396710710378085869134","1.4638437448909476","3","1449845284628537175164"
"0x017b3763b8a034f8655d46345e3eb42555e39064","0","1437829986481635960782","1.5069394229518194","3","1437829986481635960782"
"0x017c536b11211d47ff4752c141f1e62ea16a4a5d","0","1482251878062041523694","1.5534964570198104","3","1482251878062041523694"
"0x017df5929ac05dd15e3f2703435c30ebb7a6db7c","0","1467678434426036130225","1.5382225394149884","3","1467678434426036130225"
"0x017eb7f0a942b30f9a3680990d769a20b32217bd","0","1425793243791241008307","1.4943241330673258","3","1425793243791241008307"
"0x0180c9149ee80af43adf471bde5a8b4665368dfe","0","360759763661839846431","1.1342991491096248","1","360759763661839846431"
"0x0184184dcebddc6342887260a643b72947c2d7e3","0","470440638139285370210","1.47915723785697","1","470440638139285370210"
"0x0185080e4a3cc98dcd527719ca0dac91075725ae","0","1723261415782691876962","1.8060901413310955","3","1723261415782691876962"
"0x0185c3dd9f48bfaea84a637c769840f5c3bdb658","3823302180701719046434","1726475885276368683125","1.8094591146098842","3","5549778065978087729559"
"0x0185c555216bbd14f138a92730682a8e9fbc9e00","25422006804359502363","1517916502669283820697","1.5908753052360334","3","1543338509473643323060"
"0x018b50cb49d1da508d3c14d3cfa1400bf12db86c","0","1402987533267345461434","1.470422263875558","3","1402987533267345461434"
"0x018d683c1f04ff67bd494d6d4ffc1b1a6fb9d477","0","1415673340459042249590","1.483717815608981","3","1415673340459042249590"
"0x0190a8cb265bdba59f4758c26e17ebaa56b0ddf4","864158316434002925","419981162433717891438","1.3205027920940173","1","420845320750151894363"
"0x0196ad265c56f2b18b708c75ce9358a0b6df64cf","201797930083368171855","1504951752007091468477","1.5772874025874","3","1706749682090459640332"
"0x01974549c9b9a30d47c548a16b120b1caa7b586c","55230142810240693984226","1823525648865132216363","1.9111735844116513","3","57053668459105826200589"
"0x01989aca3f87cff55d0410a55a36651891c6fde0","1606993432917437246","484405579008520993262","1.523065739139248","1","486012572441438430508"
"0x01998d5a9711f4ad912780fba9a2b2ae53ad3e01","0","1121147256512158354766","1.1750353071343638","3","1121147256512158354766"
"0x0199be12d6f574db4a55b061653bec89bff62af7","0","1269676461617943423814","1.3307035827566451","3","1269676461617943423814"
"0x019b1e3e2bddd9aa7f68c9601ced6e470d7a3be5","0","1118268332720230482263","1.1720180075937234","3","1118268332720230482263"
"0x019d94f505099370b6de6ba485457a96f87bc8b6","0","1506872275307118371840","1.5793002360243977","3","1506872275307118371840"
"0x019f4ad7ea31cfa55625094298ee34966d334c7f","0","1508030069150607613794","1.5805136793402337","3","1508030069150607613794"
"0x01a4bd2216885025bbf003d73818e534679e7e04","0","504659021374278255334","1.5867465171972843","1","504659021374278255334"
"0x01a6c4901d8d69f79ea64eae32b37265cae685f3","0","1231607259103874034213","1.2908045803654327","3","1231607259103874034213"
"0x01a6d9df50a64520521dd41ea7b72f8464f7508a","0","385797328944852817400","1.2130221439026896","1","385797328944852817400"
"0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55","42510423260061928436","439970934337819319932","1.3833545387288546","1","482481357597881248368"
"0x01a9a6279854eff17169e3936296291296a62292","0","541019629575305521804","1.701071370182258","1","541019629575305521804"
"0x01ae7769b59f9d1e88f44250be4c601210ed8afc","0","1457716441725435972104","1.5277817225779247","3","1457716441725435972104"
"0x01b05f41b22b8ab004b064cd6404e90ca46840fd","9703911876411483","504613739589275531033","1.5866041424222335","1","504623443501151942516"
"0x01b55878dcc55b9ad88bc1f64be7b140f688fadf","0","1425561001958328692922","1.494080728508397","3","1425561001958328692922"
"0x01b8744f70ce3386aac11365516b231a78004198","0","1226816791620131914475","1.285783858601739","3","1226816791620131914475"
"0x01bb0f277ad21b50f4e2192cec97f3fed46dfa48","0","1421744476596085929233","1.4900807614878646","3","1421744476596085929233"
"0x01bc10262a5638c027d91ca0f3f1b3d68ee5b2fb","0","1008915009279102908377","1.0574086061529633","3","1008915009279102908377"
"0x01bf1ba313070323b274523a3ef0248bcb1d413a","0","1329893138674423863908","1.3938145801824366","3","1329893138674423863908"
"0x01bfc1153a1e239e08bb5b14f96b6eeca50220df","0","1115352531135601395950","1.1689620577257318","3","1115352531135601395950"
"0x01bffc8dc41e26d98c3cef8b045726726134d1d3","845461143629421090","935317910123862604620","1.4704110830316415","2","936163371267492025710"
"0x01c0e29a67e0b2230b893546bcc4c8925152bb71","0","429315337255866508231","1.349851260589878","1","429315337255866508231"
